order,name,altName,cer,lat,lon,writ,type,countr,ha,bibl
28,Akkû,"Akkû, 'Akkô, ʿAkko, Acco, Accon, Accra, Ptolemais, Antiocheia Ptolemais, Πτολεμαΐς, Tall al-Fuḫḫār, Tell el-Fukhkhar, עַכּוֹ‎, ʿAkkā, عكّا‎",1,32.92138687028189,35.0877576194446,"URU.ak-ku-u, 𒌷𒀝𒆪𒌋, URU.ak-ku-ú, 𒌷𒀝𒆪𒌑, URU.a-ku-u, 𒌷𒀀𒆪𒌋","city, fortresses, seaport","Ḫatti, Ṣīdūnu, Mediterranean coast, Phoenicia, Israel",8 A4,"Helsinki Atlas: 5 (map 8 A4), Bagg RGTC 7 1: 3–4, Roaf 1990, 230, ONC G4, <a href='https://pleiades.stoa.org/places/678010' target='_blank'>Pleiades: Ake/Ptolemais</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Akkû / 'Akkô (Tell el-Fukhkhar)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Akku [ACCO])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Akku [ACCO])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Akku [AKKO])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Akku [AKKO])</a>"
30,Akuānu,"Akuānu, ʾAkuānu, ʾAkuanu, Akuʾanu, ʾAtānu",4,36.83333,39.08333,"URU.ʾa-ku-a-nu, 𒌷𒀪𒆪𒀀𒉡","village, town","Ḫarrānu province, Turkey",3 C4,"Bagg RGTC 7 2/1: 13, Helsinki Atlas: 5 (map 3 C4), Parpola Toponyms: 57 (ʾAtānu), <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (ʾAkuanu [1])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (ʾAkuanu [1])</a>"
31,Akzībi,"Akzībi, Akzibu, Akzib, Akzîb, Akziba, Tell Achzib, Achziv, אכזיב, Akzîb, Ekdippa, Ecdippa, az-Zīb, ez-Zib, الزيب‎",1,33.04858,35.10194,"URU.ak-zi-ba, 𒌷𒀝𒍣𒁀, URU.ak-zi-bi, 𒌷𒀝𒍣𒁉, אכזיב",town,"Ḫatti, Ṣīdūnu, Mediterranean coast, Phoenicia",8 A3,"Helsinki Atlas: 5 (map 8 A3), Bagg RGTC 7 1: 4, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Akzibu / Akzib (ez-Zib)</a>, <a href='https://pleiades.stoa.org/places/678128' target='_blank'>Pleiades: Ekdippa</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Akzibu)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Akzibu)</a>"
26,Akītu Temple of Aššur,"Bīt-akīti ša Aššur, Bīt-akīti ša ṣēri, Akītu Temple of Aššur, Akītu Temple of the steppe",–,35.46286,43.25423,"É-á-ki-it šá EDIN, 𒂍𒀉𒆠𒀉𒃻𒂔",temple,Aššur,–,–
42,Alalaḫ,"Alalaḫ, Alalakh, Tall al-‘Aṭshānah, Tell Atshana, تل العطشانة, Tel Açana, Tell Açana",1,36.23760508982240,36.38418400802268,–,city,Turkey,–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Alalakh (Tell Açana)</a>, <a href='https://zenodo.org/record/5217600' target='_blank'>CIGS: Tall al-‘Aṭshānah</a>, <a href='https://pleiades.stoa.org/places/309866128' target='_blank'>Pleiades: Alalaḫ</a>"
43,Aliṣir,"Aliṣir, Alimuš, Antiocheia, Antiocheia am Orontes, Antiocheia am Orontēs, Antiocheia epi Daphnē, Ἀντιοχείᾳ τῇ ἐπὶ Δάφνῃ, Antiochia, Iopolis, Theoupolis, Antiokia, אנטיוכיה, III Gallica (Vesp.) garrison, Antakya, Anṭakya, Anṭākiya, أنطاكية, انطاكيا, Hatay",–,36.21256163209853, 36.17008414173965,"URU.a-li-MUŠ, 𒌷𒀀𒇷𒈲","city, fortress, monument","Pattinu, Kullanīa, Turkey",2 C4,"Helsinki Atlas: 5 (map 2 C4), Bagg RGTC 7 1: 6 (Alimuš), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Antiokia (Antakya)</a>, <a href='https://pleiades.stoa.org/places/658381' target='_blank'>Pleiades: Antiochia/Theoupolis</a>, <a href='https://www.geonames.org/323779/antakya.html' target='_blank'>Geonames: Antakya</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places</a>"
44,Allabria,"Allabria, Sanandağ, سنندج",3,35.31495,46.99883,"KUR.al-la-ab-ra-a-a, 𒆳𒀠𒆷𒀊𒊏𒀀𒀀, KUR.al-la-lab-ri-a, 𒆳𒀠𒆷𒆗𒊑𒀀, KUR.al-lab-ra-a-a, 𒆳𒀠𒆗𒊏𒀀𒀀, KUR.al-lab-ri-a, 𒆳𒀠𒆗𒊑𒀀, KUR.al-lab-ri-a-a, 𒆳𒀠𒆗𒊑𒀀𒀀, KUR.al-lab-rí-a-a / al-lab-rí-a-a, 𒆳𒀠𒆗𒌷𒀀𒀀 / 𒀠𒆗𒌷𒀀𒀀, URU.al-la-ab-ra-a, 𒌷𒀠𒆷𒀊𒊏𒀀, URU.al-la-ab-ri-a, 𒌷𒀠𒆷𒀊𒊑𒀀, URU.al-lab-ri-a, 𒌷𒀠𒆗𒊑𒀀","territory, country, city","Zagros mountain range, Iran","11 B1, 11 C1","Bagg RGTC 7 3/1: 18–19, Helsinki Atlas: 5 (map 11 B1; map 11 C1), Parpola Toponyms: 12, <a href='https://www.geonames.org/117574/sanandaj.html' target='_blank'>Geonames: Sanandaj</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Allabria</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Allabria)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Allabria)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Allabria)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Allabriayu [OF ALLABRIA])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RINAP Glossary: Ethnic (Allabriayu [OF ALLABRIA])</a>"
45,Alligu,"Alligu, Ialligu, Iallgu, Jalligu, Aṣbat-lakūnu, Aṣbat-lā-kunu, Aṣbat-lakūn, Ilīğak, Illījāk, الليجاك, Degirman, Aligör (?), Ali Gör (?), Onbirnisan (?), Tall Qūmluq (?), قوملوك",–,36.74382,38.09618,"URU.a-li-gu, 𒌷𒀀𒇷𒄖, URU.al-li-gi, 𒌷𒀠𒇷𒄀, URU.ia-li-gu, 𒌷𒅀𒇷𒄖, URU.aṣ-bat-la-ku-nu, 𒌷𒊍𒁁𒆷𒆪𒉡",city,"Bīt-Adini, Syria (?), Turkey (?)",–,"Bagg RGTC 7 1: 6–7, Bagg RGTC 7 3/2: 914, Helsinki Atlas: 19 (Ali Gör), <a href='https://www.geonames.org/169381/al-lijak.html' target='_blank'>Geonames: Al Lījāk/Illījāk</a>, <a href='https://www.geonames.org/303506/onbirnisan.html' target='_blank'>Geonames: Onbirnisan</a>, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Tell Qumluk / Tell Zeruk)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Alligu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Aṣbat-la-kunu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ialligu)</a>"
46,Alluria,"Alluria, Nāzlū Chāy, Nazlu Chay, Nazlu Chai, Nazlū Čāy, Nazlu çay, نازلو چای, Nāzlī Chāy, Nazli Chay, Nāzlū Rūd, Rūdkhāneh-ye Nāzlū",–,37.708949,45.27929,"ÍD.al-lu-ri-a, 𒀀𒇉𒀠𒇻𒊑𒀀",river,"Urarṭu, Iran, West Azerbaijan",4 E4,"Bagg RGTC 7 3/2: 747 (Alluria 2), Helsinki Atlas: 5 (map 4 E4), Parpola Toponyms: 12–13, <a href='https://www.geonames.org/122417/nazlu-chay.html' target='_blank'>Geonames: Nāzlū Chāy</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RINAP Glossary: Watercourses (Alluria [1])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-waters/onebigfile.html' target='_blank'>RIAo Glossary: Watercourses (Alluria [1])</a>"
47,Alluriu,"Alluriu, Alluria, Baradost, Barādost, Bāradost, Barādūst, Jabal Birādawst, جبل برادوست, Chia-i Baradost, Chiyā-i Brāndōst, Chiyā-ye Barādost, چياى برادۆست, Shax-î Biradost, شاخى برادۆست",–,36.73601,44.39033,"KUR.a-lu-ri-a, 𒆳𒀠𒇻𒊑𒀀, KUR.al-lu-ri-ú, 𒆳𒀠𒇻𒊑𒌑",mountain,"Ḫubuškia (?), Iraq",–,"Bagg RGTC 7 3/1: 20 (Alluriu / Alluria 1), Parpola Toponyms: 12–13 (Alluria), <a href='https://www.geonames.org/97983/jabal-biradawst.html' target='_blank'>Geonames: Jabal Birādawst</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Alluriu [MOUNT ALLURIU])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Alluriu [MOUNT ALLURIU])</a>"
48,Altaqû,"Altaqû, Altaqu, Tall aš-Šallāf, Tel Shalaf, Tel Šallāf, תל שלף, Elteqēh, Eltekeh, Eltheke, אלתקה, אלתקא",1,31.89238,34.76765,"URU.al-ta-qu-u, 𒌷𒀠𒋫𒄣𒌋, URU.al-ta-qu-ú, 𒌷𒀠𒋫𒄣𒌑, אלתקה, אלתקא",city,"Pilistu, Asdūdu (province) (?), Israel",7 C5,"Helsinki Atlas: 5 (map 7 C5), Bagg RGTC 7 1: 7, <a href='https://www.geonames.org/8427726/tel-shalaf.html' target='_blank'>Geonames: Tel Shalaf</a>, <a href='https://pleiades.stoa.org/places/498102722' target='_blank'>Pleiades: Altaqû</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Altaqu [ELTEKEH])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Altaqu [ELTEKEH])</a>"
53,Amadāni,"Amadāni, Amadanu, Amadānu, Amadana, Amadani, Namdānu, Namdanu, Madānu, Madanu, Madāni, Madani, Maden Dağlari, Maden Dağları",2,38.27444,39.3835,"KUR.a-ma-da-ni, 𒆳𒀀𒈠𒁕𒉌, KUR.a-ma-da-na, 𒆳𒀀𒈠𒁕𒈾, KUR.na-am-da-a-nu, 𒆳𒈾𒄠𒁕𒀀𒉡, KUR.ma-da-ni, 𒆳𒈠𒁕𒉌",mountain,"Ḫabḫu, Turkey",3 C2,"Helsinki Atlas: 5 (map 3 C2), Bagg RGTC 7 2/1: 41–42 (Amadānu), Bagg RGTC 7 2/2: 446 (Namdānu), <a href='https://books.openedition.org/cdf/4439' target='_blank'>MTT I/2: Amadānu (1) (HIGEOMES Nr. –)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Amadanu)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Namdanu)</a>"
54,Amantu,"Amantu, Amante, Amatti, Amanta, Sultān ʿAbdallāh, Sultan ʿAbdallah",4,35.89601030883048,43.39073848325705,"URU.a-mat-ti, 𒌷𒀀𒆳𒋾, URU.am-an-te, 𒌷𒄠𒀭𒋼, URU.a-ma-an-ta-a-u, 𒌷𒀀𒈠𒀭𒋫𒀀𒌋","town, village","Central Assyria, Kilīzi (province) (?), Iraq",4 C6,"Helsinki Atlas: 5 (map 4 C6), Bagg RGTC 7 2/1: 42, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: (Sultan 'Abdullah)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Amantu)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Amantu)</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Amantu</a>"
57,Ammali,"Ammali, Mamli, Nammal, Namal, نمل",–,35.32081,45.60446,"KUR.URU.am-ma-li, 𒆳𒌷𒄠𒈠𒇷, URU.am-ma-li, 𒌷𒄠𒈠𒇷, URU.ma-am-li, 𒌷𒈠𒄠𒇷","city, territory","Māzamua, Iraq",–,"Bagg RGTC 7 3/1: 37–38, <a href='https://www.geonames.org/93008/namal.html' target='_blank'>Geonames: Namal</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ammali)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Mamli)</a>"
59,Ammanāna,"Ammanāna, Ammanānu, Ammanana, Ammananu, Bargylos, Ǧabal Anṣariya, Jibāl an Nuṣayrīyah, Ğabal an-Nuṣairīya, جبال النصيرية, Antilibanos, Antilibanus, Anti-Lebanon, Ǧabal aš-Šarqī, Ǧibāl Lubnān aš-Šarqīya, جبال لبنان الشرقية",2,35.25,36.28338,"KUR.am-ma-na-na, 𒆳𒄠𒈠𒈾𒈾, am-ma-na-na, 𒄠𒈠𒈾𒈾",mountain,"Syria, Lebanon",8 B1,"Helsinki Atlas: 5 (map 8 B1), Bagg RGTC 7 1: 8–9, <a href='https://www.geonames.org/174027/jibal-an-nusayriyah.html' target='_blank'>Geonames: Jibāl an Nuşayrīyah</a>, <a href='https://www.geonames.org/173153/anti-lebanon.html' target='_blank'>Geonames: Anti-Lebanon</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Ammanana [MOUNT AMMANANA])</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ammanana [MOUNT AMMANANA])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Ammanana [MOUNT AMMANANA])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Ammanana [MOUNT AMMANANA])</a>"
1170,Ammaru,Ammaru,–,–,–,"URU.am-ma-ru, 𒌷𒄠𒈠𒊒",fortified city,"Māzamua, Zamru, Iraq",–,"Bagg RGTC 7 3/1: 38, Parpola Toponyms: 16, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ammaru)</a>"
58,Ammāna,"Ammāna, ʿAmmān, Rabbat Ammon, Ammon, Rabatha, Ğabal al-Qal'a, Philadelphia, Φιλαδέλφεια",1,31.95431,35.93515,"URU.am-ma-a-na, 𒌷𒄠𒈠𒀀𒈾","capital, city","Bīt-Ammān, Jordan",7 D5,"Helsinki Atlas: 5 (map 7 D5), Bagg RGTC 7 1: 7–8, <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Amman / Philadelphia</a>, <a href='https://pleiades.stoa.org/places/697728' target='_blank'>Pleiades: Amman/Philadelpheia</a>"
60,Ampa,"Ampa, Ambi, Anfa, Anfeh, Enfé, Enfeh, أنفة, انفه",3,34.3575,35.73083,"URU.am-pa, 𒌷𒄠𒉺",town,"Ṣīdūnu, Mediterranean coast, Phoenicia, Lebanon",8 A2,"Helsinki Atlas: 5 (map 8 A2), Bagg RGTC 7 1: 9, <a href='https://www.geonames.org/278928/enfe.html' target='_blank'>Geonames: Enfé</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Ampa)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Ampa)</a>"
61,Ampiḫabi,"Ampiḫabi, Ampiḫābi, Ampihabi, Ampiḫapi, Ampiḫāpi, Ampihapi, Raḥīl Ḥamad (?), Raḩīl Ḩamad (?),  رحيل حمد (?)",3,33.96633,44.2265,"KUR.am-pi-ḫa-a-bi, 𒆳𒄠𒉿𒄩𒀀𒁉, URU.am-pi-ḫa-bi, 𒌷𒄠𒉿𒄩𒁉",town,"Assyria, Arzūḫina (province), Iraq",10 D3,"Helsinki Atlas: 5 (map 10 D3; near Raḥīl Ḥamad), Bagg RGTC 7 2/1: 45–46 (Ampiḫābi), Parpola Toponyms: 16 (Ampiḫābi), <a href='https://www.geonames.org/6805260/rahil-hamad.html' target='_blank'>Geonames: Raḩīl Ḩamad</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Ampihabi</a>, <a href='https://www.ucl.ac.uk/sargon/peoplegodsplaces' target='_blank'>Assyrian empire builders: Ampihabi</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Ampihabi)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Ampihabi)</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Ampihapi)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Ampihapi)</a>"
62,Amrit,"Marat, Amrit, Marathos, Μάραθος, Marathus, ʿAmrīt, Kharā’ib ‘Amrīt, خرائب عمريت",–,34.83512,35.91208,"mrt, 𐤌𐤓𐤕","seaport, city","Arwāda (?), Phoenicia, Syria",–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Amrit</a>, <a href='https://pleiades.stoa.org/places/668306' target='_blank'>Pleiades: Marathos</a>, <a href='https://www.geonames.org/173238/khara-ib-amrit.html' target='_blank'>Geonames: Kharā’ib ‘Amrīt</a>, <a href='https://www.geonames.org/9261090/khara-ib-amrit.html' target='_blank'>Geonames: Kharā’ib ‘Amrīt</a>"
64,Amurrû,"Amurrû, Amurru, Amurrum, Amurrī, Mardu, Māt-Amurrî, ʾĒmōrī, אֱמֹרִי, אמורי‎, Ἀμορραῖοι, ʾmr, 𐤀𐤌𐤓‎, ʿAkkār Plain (?), ʿAkkār Plain, Akkar Plain, Sahl ‘Akkār, Plaine de Aakkar",–,–,–,"<sup>d</sup>a-mur-ri-te, 𒀭𒀀𒄯𒊑𒋼, a-mur-re-e, 𒀀𒄯𒊑𒂊, a-mur-ri-i, 𒀀𒄯𒊑𒄿, a-mur-ru-ú, 𒀀𒄯𒊒𒌑, KUR.a-mur-ra-a-a, 𒆳𒀀𒄯𒊏𒀀𒀀, KUR.a-mur-re-e, 𒆳𒀀𒄯𒊑𒂊, KUR.a-mur-ri, 𒆳𒀀𒄯𒊑, KUR.a-mur-ri-i, 𒆳𒀀𒄯𒊑𒄿, KUR.a-mur-ru-u, 𒆳𒀀𒄯𒊒𒌋, MAR, 𒈥, MAR.KI, 𒈥𒆠, MAR.TU, 𒈥𒌅, MAR.TU-i, 𒈥𒌅𒄿, MAR.TU-e.KI, 𒈥𒌅𒂊𒆠, MAR.TU.KI, 𒈥𒌅𒆠, MAR.TU.KI-ú, 𒈥𒌅𒆠𒌑, KUR.MAR, 𒆳𒈥, KUR.MAR.KI, 𒆳𒈥𒆠, KUR.MAR.TU, 𒆳𒈥𒌅, KUR.MAR.TU.KI, 𒆳𒈥𒌅𒆠, KUR.MAR.TU-e.KI, 𒆳𒈥𒌅𒂊𒆠, LÚ.MAR.TU.KI, 𒇽𒈥𒌅𒆠, אֱמֹרִי, אמורי‎, ʾmr, 𐤀𐤌𐤓‎",territory,"Syro-Palestine, Phoenicia, Pilistu, Levant, Syria, Lebanon, Jordan, Palestine",–,"Bagg RGTC 7 1: 11–15, <a href='https://www.geonames.org/174113/plaine-de-aakkar.html' target='_blank'>Geonames: Plaine de Aakkar</a>, <a href='https://pleiades.stoa.org/places/668241' target='_blank'>Pleiades: Eleutheros (river)</a>, <a href='http://oracc.museum.upenn.edu/saao/knpp/peoplegodsplaces/index.html' target='_blank'>Knowledge and Power: Westland; West</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>RIAo Glossary: Ethnic (Amurru)</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Amurru)</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Amurru)</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-ethnic/onebigfile.html' target='_blank'>SAAo Glossary: Ethnic (amurru [AMORITE])</a>, <a href='http://oracc.museum.upenn.edu/atae/cbd/qpn-x-places/onebigfile.html' target='_blank'>ATAE Glossary: Places (Amurru [WESTLAND])</a>, <a href='http://oracc.museum.upenn.edu/saao/cbd/qpn-x-places/onebigfile.html' target='_blank'>SAAo Glossary: Places (Amurru [WESTLAND])</a>"
65,Ana-Aššur-utēr-aṣbat,"Ana-Aššur-utēr-aṣbat, Aššur-utēr-aṣbat, Aššur-aṣbat, Pitūru, Pitru, Pitiru, Pethor, פְּתוֹר, Tell Aushariye, Ausheriya, Aušar ar-Rafīʿa, Ḥammām aṣ-Ṣaġīr",2,36.65998200331241,38.07560952214803,"URU.a-na-aš-šur-ú-ter-aṣ-bat, 𒌷𒀀𒈾𒀸𒋩𒌑𒌁𒊍𒁁, URU.AN.ŠÁR-DAB-bat, 𒌷𒀭𒊹𒁳𒁁, URU.ana-aš-šur-ú-ter-aṣ-bat, 𒌷𒁹𒀸𒋩𒌑𒌁𒊍𒁁, URU.aš-šur-DIB-bat, 𒌷𒀸𒋩𒁳𒁁, URU.aš-šur-ú-ter-aṣ-bat, 𒌷𒀸𒋩𒌑𒌁𒊍𒁁, URU.ina-aš-šur-ut-ter-aṣ-bat, 𒌷𒀸𒀸𒋩𒌓𒌁𒊍𒁁, URU.pi-it-ru, 𒌷𒉿𒀉𒊒, URU.pi-ti-ru, 𒌷𒉿𒋾𒊒",city,"Ḫatti, Bīt-Adini, Til-Barsib (?), Syria",3 B4,"Helsinki Atlas: 5 (map 3 B4), Bagg RGTC 7 1: 16 (Ana-Aššur-utēr-aṣbat), Bagg RGTC 7 1: 191 (Pitru), <a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Pitru? (Tell Aushariye)</a>, <a href='https://pleiades.stoa.org/places/771224407' target='_blank'>Pleiades: Pitru</a>"
66,Anasarta,"Anasarta, Anasartha, Theodoroupolis, Khanasir, Khanāşir, Khanāṣir, Qunāsira, خناصر",–,35.77683926241579,37.49760205070697,–,–,Syria,–,"<a href='https://zenodo.org/record/6384045' target='_blank'>Pedersén ANE: Anasarta (Khanasir)</a>, <a href='https://www.geonames.org/168351/khanasir.html' target='_blank'>Geonames: Khanāşir</a>, <a href='https://pleiades.stoa.org/places/668187' target='_blank'>Pleiades: Anasartha/Theodoroupolis</a>"
68,Andarutta,"Andarutta, Andarutu, Jabal Handrayn, Jabal Hendrên, جبل هندرين, Chiyā-i Handrēn, چياى ھەندرێن, Berat Dağ (?), جبل بيرت, Baradost (?), جبل برادوست",–,36.56981,44.61776,"KUR.an-da-ru-ut-ta, 𒆳𒀭𒁕𒊒𒌓𒋫, KUR.an-da-ru-tú, 𒆳𒀭𒁕𒊒𒌓",mountain,"Ḫabḫu (?), Māt-nāgir-ekalli (?), Province of nāgir ekalli (?), Iraq",4 D5,"Bagg RGTC 7 3/1: 39–40 (Baradost), Helsinki Atlas: 5 (Berat Dağ; map 4 D5), Dlshad A. Marf: <i>Re-Identifying the ‫Ḫ‬iptunu Town and Andaruttu Mountain</i>. Akkadica 136 (2015): pp. 127–140, <a href='https://www.geonames.org/96075/jabal-handrayn.html' target='_blank'>Geonames: Jabal Handrayn</a>, <a href='http://oracc.museum.upenn.edu/riao/cbd/qpn-x-places/onebigfile.html' target='_blank'>RIAo Glossary: Places (Andarutta [MOUNT ANDARUTTA])</a>, <a href='http://oracc.museum.upenn.edu/rinap/cbd/qpn-x-places/onebigfile.html' target='_blank'>RINAP Glossary: Places (Andarutta [MOUNT ANDARUTTA])</a>"
